Region_Key,Environment_Key,Server_Key,Service_Key,Region_1,Region_2,LOC1,LOC2,Environment,Server_Name,Domain_Name,Purpose,Service_Name,Install_Location,Start_Order,Stop_Order,Start_Flag,Stop_Flag,Start_Wait,Stop_Wait,/bin64,/wlp
1,3,4,2,US,OH,East,2b,PRD,USOHCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP02:9200,D$\Program Files\ibm\cognos\analytics\DISP02,3,1,0,0,5,5,,
1,3,4,3,US,OH,East,2b,PRD,USOHCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP03:9300,D$\Program Files\ibm\cognos\analytics\DISP03,7,1,0,0,5,5,,
1,3,4,4,US,OH,East,2b,PRD,USOHCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP04:9400,D$\Program Files\ibm\cognos\analytics\DISP04,5,1,0,0,5,5,,
1,3,4,5,US,OH,East,2b,PRD,USOHCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP05:9500,D$\Program Files\ibm\cognos\analytics\DISP05,9,1,0,0,5,5,,
1,3,4,6,US,OH,East,2b,PRD,USOHCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP06:9600,D$\Program Files\ibm\cognos\analytics\DISP06,4,1,0,0,5,5,,
1,3,4,7,US,OH,East,2b,PRD,USOHCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP07:9700,D$\Program Files\ibm\cognos\analytics\DISP07,8,1,0,0,5,5,,
1,3,4,8,US,OH,East,2b,PRD,USOHCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP08:9800,D$\Program Files\ibm\cognos\analytics\DISP08,6,1,0,0,5,5,,
1,3,4,9,US,OH,East,2b,PRD,USOHCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP09:9900,D$\Program Files\ibm\cognos\analytics\DISP09,10,1,0,0,5,5,,
1,3,4,10,US,OH,East,2b,PRD,USOHCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP10:10000,D$\Program Files\ibm\cognos\analytics\DISP10,11,1,0,0,5,5,,
1,3,8,,US,OH,East,2a,PRD,USOHCLIENT101,.aws.baxter.com,CLIENT,,,,,,,,,,
2,3,1,11,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,GW,IIS RESET for WEB,D$\Program Files\ibm\cognos\analytics\GW,,,,,,,,
2,3,1,12,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,CM,IBM Cognos Analytics CM:9000,D$\Program Files\ibm\cognos\analytics\CM,1,2,1,1,15,,,
2,3,1,1,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,CM,IBM Cognos Analytics DISP01:9100,D$\Program Files\ibm\cognos\analytics\DISP01,2,1,1,1,5,5,,
2,3,1,2,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP02:9200,D$\Program Files\ibm\cognos\analytics\DISP02,3,1,1,1,5,5,,
2,3,1,3,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP03:9300,D$\Program Files\ibm\cognos\analytics\DISP03,7,1,1,1,5,5,,
2,3,1,4,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP04:9400,D$\Program Files\ibm\cognos\analytics\DISP04,5,1,1,1,5,5,,
2,3,1,5,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP05:9500,D$\Program Files\ibm\cognos\analytics\DISP05,9,1,1,1,5,5,,
2,3,1,6,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP06:9600,D$\Program Files\ibm\cognos\analytics\DISP06,4,1,1,1,5,5,,
2,3,1,7,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP07:9700,D$\Program Files\ibm\cognos\analytics\DISP07,8,1,1,1,5,5,,
2,3,1,8,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP08:9800,D$\Program Files\ibm\cognos\analytics\DISP08,6,1,1,1,5,5,,
2,3,1,9,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP09:9900,D$\Program Files\ibm\cognos\analytics\DISP09,10,1,1,1,5,5,,
2,3,1,10,AP,SG,Southeast,1a,PRD,APSGCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP10:10000,D$\Program Files\ibm\cognos\analytics\DISP10,11,1,0,0,5,5,,
2,3,2,11,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,GW,IIS RESET for WEB,D$\Program Files\ibm\cognos\analytics\GW,,,,,,,,
2,3,2,12,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,CM,IBM Cognos Analytics CM:9000,D$\Program Files\ibm\cognos\analytics\CM,12,1,1,1,5,,,
2,3,2,1,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP01:9100,D$\Program Files\ibm\cognos\analytics\DISP01,2,1,1,1,5,5,,
2,3,2,2,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP02:9200,D$\Program Files\ibm\cognos\analytics\DISP02,3,1,1,1,5,5,,
2,3,2,3,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP03:9300,D$\Program Files\ibm\cognos\analytics\DISP03,7,1,1,1,5,5,,
2,3,2,4,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP04:9400,D$\Program Files\ibm\cognos\analytics\DISP04,5,1,1,1,5,5,,
2,3,2,5,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP05:9500,D$\Program Files\ibm\cognos\analytics\DISP05,9,1,1,1,5,5,,
2,3,2,6,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP06:9600,D$\Program Files\ibm\cognos\analytics\DISP06,4,1,1,1,5,5,,
2,3,2,7,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP07:9700,D$\Program Files\ibm\cognos\analytics\DISP07,8,1,1,1,5,5,,
2,3,2,8,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP08:9800,D$\Program Files\ibm\cognos\analytics\DISP08,6,1,1,1,5,5,,
2,3,2,9,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP09:9900,D$\Program Files\ibm\cognos\analytics\DISP09,10,1,1,1,5,5,,
2,3,2,10,AP,SG,Southeast,1b,PRD,APSGCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP10:10000,D$\Program Files\ibm\cognos\analytics\DISP10,11,1,1,1,5,5,,
2,3,3,11,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,GW,IIS RESET for WEB,D$\Program Files\ibm\cognos\analytics\GW,,,,,,,,
2,3,3,12,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,CM,IBM Cognos Analytics CM:9000,D$\Program Files\ibm\cognos\analytics\CM,20,2 or 1,0,0,15 or 5,,,
2,3,3,1,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP01:9100,D$\Program Files\ibm\cognos\analytics\DISP01,2,1,0,0,5,5,,
2,3,3,2,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP02:9200,D$\Program Files\ibm\cognos\analytics\DISP02,3,1,0,0,5,5,,
2,3,3,3,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP03:9300,D$\Program Files\ibm\cognos\analytics\DISP03,7,1,0,0,5,5,,
2,3,3,4,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP04:9400,D$\Program Files\ibm\cognos\analytics\DISP04,5,1,0,0,5,5,,
2,3,3,5,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP05:9500,D$\Program Files\ibm\cognos\analytics\DISP05,9,1,0,0,5,5,,
2,3,3,6,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP06:9600,D$\Program Files\ibm\cognos\analytics\DISP06,4,1,0,0,5,5,,
2,3,3,7,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP07:9700,D$\Program Files\ibm\cognos\analytics\DISP07,8,1,0,0,5,5,,
2,3,3,8,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP08:9800,D$\Program Files\ibm\cognos\analytics\DISP08,6,1,0,0,5,5,,
2,3,3,9,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP09:9900,D$\Program Files\ibm\cognos\analytics\DISP09,10,1,0,0,5,5,,
2,3,3,10,AP,SG,Southeast,1a,PRD,APSGCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP10:10000,D$\Program Files\ibm\cognos\analytics\DISP10,11,1,0,0,5,5,,
2,3,4,11,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,GW,IIS RESET for WEB,D$\Program Files\ibm\cognos\analytics\GW,,,,,,,,
2,3,4,12,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,CM,IBM Cognos Analytics CM:9000,D$\Program Files\ibm\cognos\analytics\CM,20,2 or 1,0,0,15 or 5,,,
2,3,4,1,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP01:9100,D$\Program Files\ibm\cognos\analytics\DISP01,2,1,0,0,5,5,,
2,3,4,2,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP02:9200,D$\Program Files\ibm\cognos\analytics\DISP02,3,1,0,0,5,5,,
2,3,4,3,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP03:9300,D$\Program Files\ibm\cognos\analytics\DISP03,7,1,0,0,5,5,,
2,3,4,4,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP04:9400,D$\Program Files\ibm\cognos\analytics\DISP04,5,1,0,0,5,5,,
2,3,4,5,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP05:9500,D$\Program Files\ibm\cognos\analytics\DISP05,9,1,0,0,5,5,,
2,3,4,6,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP06:9600,D$\Program Files\ibm\cognos\analytics\DISP06,4,1,0,0,5,5,,
2,3,4,7,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP07:9700,D$\Program Files\ibm\cognos\analytics\DISP07,8,1,0,0,5,5,,
2,3,4,8,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP08:9800,D$\Program Files\ibm\cognos\analytics\DISP08,6,1,0,0,5,5,,
2,3,4,9,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP09:9900,D$\Program Files\ibm\cognos\analytics\DISP09,10,1,0,0,5,5,,
2,3,4,10,AP,SG,Southeast,1b,PRD,APSGCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP10:10000,D$\Program Files\ibm\cognos\analytics\DISP10,11,1,0,0,5,5,,
2,3,8,,AP,SG,Southeast,1a,PRD,APSGCLIENT101,.aws.baxter.com,CLIENT,,,,,,,,,,
3,3,1,11,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,GW,IIS RESET for WEB,D$\Program Files\ibm\cognos\analytics\GW,,,,,,,,
3,3,1,12,`,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,CM,IBM Cognos Analytics CM:9000,D$\Program Files\ibm\cognos\analytics\CM,1,2,1,1,15,,,
3,3,1,1,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,CM,IBM Cognos Analytics DISP01:9100,D$\Program Files\ibm\cognos\analytics\DISP01,2,1,1,1,5,5,,
3,3,1,2,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP02:9200,D$\Program Files\ibm\cognos\analytics\DISP02,3,1,1,1,5,5,,
3,3,1,3,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP03:9300,D$\Program Files\ibm\cognos\analytics\DISP03,7,1,1,1,5,5,,
3,3,1,4,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP04:9400,D$\Program Files\ibm\cognos\analytics\DISP04,5,1,1,1,5,5,,
3,3,1,5,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP05:9500,D$\Program Files\ibm\cognos\analytics\DISP05,9,1,1,1,5,5,,
3,3,1,6,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP06:9600,D$\Program Files\ibm\cognos\analytics\DISP06,4,1,1,1,5,5,,
3,3,1,7,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP07:9700,D$\Program Files\ibm\cognos\analytics\DISP07,8,1,1,1,5,5,,
3,3,1,8,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP08:9800,D$\Program Files\ibm\cognos\analytics\DISP08,6,1,1,1,5,5,,
3,3,1,9,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP09:9900,D$\Program Files\ibm\cognos\analytics\DISP09,10,1,1,1,5,5,,
3,3,1,10,EU,FR,Central,1a,PRD,DEFRCOGAPP101,.aws.baxter.com,APP,IBM Cognos Analytics DISP10:10000,D$\Program Files\ibm\cognos\analytics\DISP10,11,1,0,0,5,5,,
3,3,2,11,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,GW,IIS RESET for WEB,D$\Program Files\ibm\cognos\analytics\GW,,,,,,,,
3,3,2,12,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,CM,IBM Cognos Analytics CM:9000,D$\Program Files\ibm\cognos\analytics\CM,12,1,1,1,5,,,
3,3,2,1,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP01:9100,D$\Program Files\ibm\cognos\analytics\DISP01,2,1,1,1,5,5,,
3,3,2,2,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP02:9200,D$\Program Files\ibm\cognos\analytics\DISP02,3,1,1,1,5,5,,
3,3,2,3,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP03:9300,D$\Program Files\ibm\cognos\analytics\DISP03,7,1,1,1,5,5,,
3,3,2,4,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP04:9400,D$\Program Files\ibm\cognos\analytics\DISP04,5,1,1,1,5,5,,
3,3,2,5,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP05:9500,D$\Program Files\ibm\cognos\analytics\DISP05,9,1,1,1,5,5,,
3,3,2,6,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP06:9600,D$\Program Files\ibm\cognos\analytics\DISP06,4,1,1,1,5,5,,
3,3,2,7,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP07:9700,D$\Program Files\ibm\cognos\analytics\DISP07,8,1,1,1,5,5,,
3,3,2,8,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP08:9800,D$\Program Files\ibm\cognos\analytics\DISP08,6,1,1,1,5,5,,
3,3,2,9,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP09:9900,D$\Program Files\ibm\cognos\analytics\DISP09,10,1,1,1,5,5,,
3,3,2,10,EU,FR,Central,1b,PRD,DEFRCOGAPP102,.aws.baxter.com,APP,IBM Cognos Analytics DISP10:10000,D$\Program Files\ibm\cognos\analytics\DISP10,11,1,1,1,5,5,,
3,3,3,11,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,GW,IIS RESET for WEB,D$\Program Files\ibm\cognos\analytics\GW,,,,,,,,
3,3,3,12,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,CM,IBM Cognos Analytics CM:9000,D$\Program Files\ibm\cognos\analytics\CM,20,2 or 1,0,0,15 or 5,,,
3,3,3,1,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP01:9100,D$\Program Files\ibm\cognos\analytics\DISP01,2,1,0,0,5,5,,
3,3,3,2,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP02:9200,D$\Program Files\ibm\cognos\analytics\DISP02,3,1,0,0,5,5,,
3,3,3,3,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP03:9300,D$\Program Files\ibm\cognos\analytics\DISP03,7,1,0,0,5,5,,
3,3,3,4,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP04:9400,D$\Program Files\ibm\cognos\analytics\DISP04,5,1,0,0,5,5,,
3,3,3,5,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP05:9500,D$\Program Files\ibm\cognos\analytics\DISP05,9,1,0,0,5,5,,
3,3,3,6,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP06:9600,D$\Program Files\ibm\cognos\analytics\DISP06,4,1,0,0,5,5,,
3,3,3,7,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP07:9700,D$\Program Files\ibm\cognos\analytics\DISP07,8,1,0,0,5,5,,
3,3,3,8,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP08:9800,D$\Program Files\ibm\cognos\analytics\DISP08,6,1,0,0,5,5,,
3,3,3,9,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP09:9900,D$\Program Files\ibm\cognos\analytics\DISP09,10,1,0,0,5,5,,
3,3,3,10,EU,FR,Central,1a,PRD,DEFRCOGAPP103,.aws.baxter.com,APP,IBM Cognos Analytics DISP10:10000,D$\Program Files\ibm\cognos\analytics\DISP10,11,1,0,0,5,5,,
3,3,4,11,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,GW,IIS RESET for WEB,D$\Program Files\ibm\cognos\analytics\GW,,,,,,,,
3,3,4,12,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,CM,IBM Cognos Analytics CM:9000,D$\Program Files\ibm\cognos\analytics\CM,20,2 or 1,0,0,15 or 5,,,
3,3,4,1,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP01:9100,D$\Program Files\ibm\cognos\analytics\DISP01,2,1,0,0,5,5,,
3,3,4,2,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP02:9200,D$\Program Files\ibm\cognos\analytics\DISP02,3,1,0,0,5,5,,
3,3,4,3,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP03:9300,D$\Program Files\ibm\cognos\analytics\DISP03,7,1,0,0,5,5,,
3,3,4,4,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP04:9400,D$\Program Files\ibm\cognos\analytics\DISP04,5,1,0,0,5,5,,
3,3,4,5,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP05:9500,D$\Program Files\ibm\cognos\analytics\DISP05,9,1,0,0,5,5,,
3,3,4,6,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP06:9600,D$\Program Files\ibm\cognos\analytics\DISP06,4,1,0,0,5,5,,
3,3,4,7,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP07:9700,D$\Program Files\ibm\cognos\analytics\DISP07,8,1,0,0,5,5,,
3,3,4,8,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP08:9800,D$\Program Files\ibm\cognos\analytics\DISP08,6,1,0,0,5,5,,
3,3,4,9,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP09:9900,D$\Program Files\ibm\cognos\analytics\DISP09,10,1,0,0,5,5,,
3,3,4,10,EU,FR,Central,1b,PRD,DEFRCOGAPP104,.aws.baxter.com,APP,IBM Cognos Analytics DISP10:10000,D$\Program Files\ibm\cognos\analytics\DISP10,11,1,0,0,5,5,,
3,3,8,,EU,FR,Central,1a,PRD,DEFRCLIENT101,.aws.baxter.com,CLIENT,,,,,,,,,,
